ts_iso,gps_lat,gps_lon,gps_ts,awa_deg,wind_spd,ch1_pwr,ch1_cur,ch2_pwr,ch2_cur,ch3_pwr,ch3_cur,heading,rotation_vector,geomag_rotation_vector,gyro_z_dps,heading_source,mode,auto_mode,wp_left,dist_m,brg_deg,err_deg,rudder_deg,sail_deg,thr_us,fix_q,awa_raw_deg,twd_deg,twa_deg,tws_mps,sail_state,sail_fault,sail_reason,beating,tacked,tack,xte_m,des_hdg_deg,motor_assist,propulsion,sailing,settled,session,sys_temp_c,sys_volts_v
2026-08-19T15:28:01.632590+00:00,47.695727931166665,9.1940144935,2026-08-19T15:42:45+00:00,,,-0.0844288,-0.0064,-0.0316608,-0.0024000000000000002,0.7013888,0.0532,268.0968515810897,280.0165391342417,265.89306422496463,1.34,rm3100_calibrated,MANUAL,,,,,,-1.64999175004125,9.000900090009,1495,1,,,,,,,,,,,,,,sail,False,False,20260819_172759,63.7,0.936
2026-08-19T15:28:01.742445+00:00,47.695727931166665,9.1940144935,2026-08-19T15:42:45+00:00,,,-0.08970560000000001,-0.0068000000000000005,-0.0158304,-0.0012000000000000001,0.7062336,0.0536,267.4524054662338,280.0165391342417,265.28463682140455,0.78,rm3100_calibrated,MANUAL,,,,,,-1.64999175004125,9.000900090009,1500,1,,,,,,,,,,,,,,sail,False,False,20260819_172759,62.8,0.936
2026-08-19T15:28:01.853911+00:00,47.695727931166665,9.1940144935,2026-08-19T15:42:45+00:00,,,-0.0949248,-0.0072,-0.0316608,-0.0024000000000000002,0.7905599999999999,0.06,267.1129347445087,280.0165391342417,268.463239354559,0.67,rm3100_calibrated,MANUAL,,,,,,-1.9499902500487498,9.000900090009,1500,1,,,,,,,,,,,,,,sail,False,False,20260819_172759,62.8,0.936
2026-08-19T15:28:01.969309+00:00,47.695727931166665,9.1940144935,2026-08-19T15:42:45+00:00,,,-0.08970560000000001,-0.0068000000000000005,-0.026368000000000003,-0.002,0.7220448,0.0548,267.47606316717656,280.0165391342417,271.3399124443182,0.34,rm3100_calibrated,MANUAL,,,,,,-1.9499902500487498,9.000900090009,1500,1,,,,,,,,,,,,,,sail,False,False,20260819_172759,63.7,0.936
2026-08-19T15:28:02.078677+00:00,47.695727931166665,9.1940144935,2026-08-19T15:42:45+00:00,,,-0.1001984,-0.0076,0.005273600000000001,0.0004,0.7426752000000001,0.0564,267.9935376281445,280.0165391342417,269.5790250924281,-0.11,rm3100_calibrated,MANUAL,,,,,,-1.9499902500487498,9.000900090009,1495,1,,,,,,,,,,,,,,sail,False,False,20260819_172759,63.7,0.936
2026-08-19T15:28:02.190810+00:00,47.695727931166665,9.1940144935,2026-08-19T15:42:45+00:00,,,-0.0844288,-0.0064,-0.0158304,-0.0012000000000000001,0.768544,0.0584,268.813595585268,280.0165391342417,275.9942465955652,-0.22,rm3100_calibrated,MANUAL,,,,,,-1.64999175004125,9.000900090009,1495,1,,,,,,,,,,,,,,sail,False,False,20260819_172759,63.3,0.87
2026-08-19T15:28:02.311621+00:00,47.695728282833336,9.194014269333334,,,,-0.08965120000000001,-0.0068000000000000005,-0.015820800000000003,-0.0012000000000000001,0.7009632,0.0532,270.23599892849836,279.5287845309816,271.1490023561565,0.0,rm3100_calibrated,MANUAL,,,,,,-1.64999175004125,9.000900090009,1500,1,,,,,,,,,,,,,,sail,False,False,20260819_172759,63.7,0.87
2026-08-19T15:28:02.427932+00:00,47.695728282833336,9.194014269333334,2026-08-19T15:42:46+00:00,,,-0.0949248,-0.0072,-0.005273600000000001,-0.0004,0.7690112000000001,0.0584,270.59887309975784,279.5287845309816,270.0162052453001,1.79,rm3100_calibrated,MANUAL,,,,,,-1.9499902500487498,9.000900090009,1500,1,,,,,,,,,,,,,,sail,False,False,20260819_172759,62.8,0.87
2026-08-19T15:28:02.547559+00:00,47.695728282833336,9.194014269333334,2026-08-19T15:42:46+00:00,,,-0.079152,-0.006,-0.0158304,-0.0012000000000000001,0.7268736000000001,0.055200000000000006,270.83478253713236,279.5287845309816,270.42665525884473,3.69,rm3100_calibrated,MANUAL,,,,,,-1.9499902500487498,9.000900090009,1495,1,,,,,,,,,,,,,,sail,False,False,20260819_172759,62.8,0.87
2026-08-19T15:28:02.664862+00:00,47.695728282833336,9.194014269333334,2026-08-19T15:42:46+00:00,,,-0.0949248,-0.0072,0.11587840000000002,0.0088,0.6689344,0.0508,270.84894838990476,279.5287845309816,269.20355659942044,2.91,rm3100_calibrated,MANUAL,,,,,,-1.64999175004125,9.000900090009,1495,1,,,,,,,,,,,,,,sail,False,False,20260819_172759,62.8,0.87
2026-08-19T15:28:02.780180+00:00,47.695728282833336,9.194014269333334,2026-08-19T15:42:46+00:00,,,-0.08437760000000001,-0.0064,0.010547200000000001,0.0008,0.7009632,0.0532,270.50587197943287,279.5287845309816,268.1815094956067,0.9,rm3100_calibrated,MANUAL,,,,,,-1.64999175004125,9.000900090009,1500,1,,,,,,,,,,,,,,sail,False,False,20260819_172759,62.3,0.87
2026-08-19T15:28:02.899498+00:00,47.695728282833336,9.194014269333334,2026-08-19T15:42:46+00:00,,,-0.07910400000000001,-0.006,0.06855680000000001,0.005200000000000001,0.6847360000000001,0.052000000000000005,269.83224353847584,279.5287845309816,267.153938425019,-1.23,rm3100_calibrated,MANUAL,,,,,,-1.9499902500487498,9.000900090009,1500,1,,,,,,,,,,,,,,sail,False,False,20260819_172759,63.3,0.87
2026-08-19T15:28:03.014453+00:00,47.695728282833336,9.194014269333334,2026-08-19T15:42:46+00:00,,,-0.08437760000000001,-0.0064,0.0105536,0.0008,0.6851520000000001,0.052000000000000005,268.1329492853656,278.713991234132,265.42481236353836,-2.8,rm3100_calibrated,MANUAL,,,,,,-1.9499902500487498,9.000900090009,1500,1,,,,,,,,,,,,,,sail,False,False,20260819_172759,63.7,0.87
2026-08-19T15:28:03.128407+00:00,47.695728282833336,9.194014269333334,2026-08-19T15:42:46+00:00,,,-0.079152,-0.006,-0.021094400000000003,-0.0016,0.6904224,0.0524,267.47221725098586,279.0000698967756,266.3323258558399,-2.8,rm3100_calibrated,MANUAL,,,,,,-1.9499902500487498,9.000900090009,1495,1,,,,,,,,,,,,,,sail,False,False,20260819_172759,62.3,0.87
